timestamp,evento,fatigue_damage_increment,fatigue_damage_cumulative,life_used_percent,life_remaining_percent
2025-08-20 08:00:00,Trecho: Asfalto Liso,14.87132381145808,14.87132381145808,0.0002974264762291616,99.99970257352378
2025-08-20 08:00:10,Trecho: Asfalto Liso,8.222237729927958,23.093561541386038,0.00046187123082772074,99.99953812876917
2025-08-20 08:00:20,Trecho: Asfalto Liso,6.823970750574542,29.91753229196058,0.0005983506458392116,99.99940164935416
2025-08-20 08:00:30,Trecho: Asfalto Liso,6.407247418669383,36.32477971062996,0.0007264955942125992,99.99927350440579
2025-08-20 08:00:40,Trecho: Asfalto Liso,8.423718418281801,44.74849812891176,0.0008949699625782353,99.99910503003743
2025-08-20 08:00:50,Trecho: Asfalto Liso,7.170544666220783,51.91904279513255,0.001038380855902651,99.9989616191441
2025-08-20 08:01:00,Trecho: Asfalto Liso,6.566377053052824,58.48541984818537,0.0011697083969637073,99.99883029160304
2025-08-20 08:01:10,Trecho: Asfalto Liso,6.808522085848475,65.29394193403385,0.001305878838680677,99.99869412116132
2025-08-20 08:01:20,Trecho: Asfalto Liso,6.286127192640409,71.58006912667426,0.0014316013825334852,99.99856839861746
2025-08-20 08:01:30,Trecho: Asfalto Liso,11.044656660932713,82.62472578760698,0.0016524945157521394,99.99834750548425
2025-08-20 08:01:40,Trecho: Asfalto Liso,8.883067131532185,91.50779291913916,0.0018301558583827832,99.99816984414161
2025-08-20 08:01:50,Trecho: Asfalto Liso,5.660688534666967,97.16848145380612,0.0019433696290761225,99.99805663037093
2025-08-20 08:02:00,Trecho: Asfalto Liso,9.21225931876578,106.3807407725719,0.002127614815451438,99.99787238518455
2025-08-20 08:02:10,Trecho: Asfalto Liso,8.183089264759122,114.56383003733102,0.0022912766007466205,99.99770872339926
2025-08-20 08:02:20,Trecho: Asfalto Liso,14.654550194545239,129.21838023187627,0.002584367604637525,99.99741563239536
2025-08-20 08:02:30,Trecho: Asfalto Liso,7.493614988199939,136.7119952200762,0.002734239904401524,99.9972657600956
2025-08-20 08:02:40,Trecho: Asfalto Liso,5.643254879480153,142.35525009955637,0.0028471050019911273,99.99715289499801
2025-08-20 08:02:50,Trecho: Asfalto Liso,8.154928711070239,150.5101788106266,0.003010203576212532,99.99698979642379
2025-08-20 08:03:00,Trecho: Asfalto Liso,5.5214949480531335,156.03167375867974,0.0031206334751735947,99.99687936652482
2025-08-20 08:03:10,Trecho: Asfalto Liso,9.00922582858544,165.0408995872652,0.003300817991745304,99.99669918200826
2025-08-20 08:03:20,Trecho: Asfalto Liso,5.442940698170828,170.483840285436,0.00340967680570872,99.9965903231943
2025-08-20 08:03:30,Trecho: Asfalto Liso,12.257687483542803,182.7415277689788,0.003654830555379576,99.99634516944462
