timestamp,evento,velocidade_kmh,vibracao_g,deformacao_micros,temperatura_C,radiacao_Wm2
2025-08-20 08:00:00,Trecho: Asfalto Liso,83.32172347706242,1.2070666411773625,20.52740065876194,33.46801864795355,641.9760065690672
2025-08-20 08:00:10,Trecho: Asfalto Liso,81.56616893689339,0.5565242458055569,11.3736529412262,34.579863934879846,580.2925205895019
2025-08-20 08:00:20,Trecho: Asfalto Liso,79.78979841783702,0.7480074929780908,7.287648982267054,35.30557920169139,653.1460615470448
2025-08-20 08:00:30,Trecho: Asfalto Liso,79.90878222010117,0.5013808940870887,8.180724292354144,34.07059835290587,586.6888307569526
2025-08-20 08:00:40,Trecho: Asfalto Liso,73.88700763867193,0.5942586387394737,11.03943183788343,35.98857919953551,581.9481484613173
2025-08-20 08:00:50,Trecho: Asfalto Liso,77.1993778345172,0.5729004389031738,8.822542445389644,35.514218088675314,675.1268256847133
2025-08-20 08:01:00,Trecho: Asfalto Liso,90.34606709969,0.5151184151436131,8.474479248727452,33.99221732724481,655.6491781507183
2025-08-20 08:01:10,Trecho: Asfalto Liso,81.56064917977669,0.5163000097653063,9.049098142862508,33.75420807124955,700.8872206396717
2025-08-20 08:01:20,Trecho: Asfalto Liso,85.23583384651394,0.3336579875964001,8.568907502250386,33.895090680707284,632.2751319477336
2025-08-20 08:01:30,Trecho: Asfalto Liso,76.48683763322889,0.8649724887631349,15.801033855823377,33.23892460193421,650.9494235178336
2025-08-20 08:01:40,Trecho: Asfalto Liso,80.04369744489267,0.6626064324427217,11.18914877781385,37.05199086998159,566.129211242692
2025-08-20 08:01:50,Trecho: Asfalto Liso,77.9346519585833,0.4047707893211288,6.596611489186687,35.17352003149162,597.9179112697902
2025-08-20 08:02:00,Trecho: Asfalto Liso,92.47220975167322,0.970447585896724,10.77921331724227,34.69557813099543,597.0928056661329
2025-08-20 08:02:10,Trecho: Asfalto Liso,75.56455885686808,0.7557420339101545,11.339280870068022,31.855783930438985,547.2864384098649
2025-08-20 08:02:20,Trecho: Asfalto Liso,73.06660133008403,1.329787736637738,19.260482492710608,32.43819049582849,552.6376573414485
2025-08-20 08:02:30,Trecho: Asfalto Liso,85.056323799342,0.5124921338821571,11.467989767925854,31.17161864827419,662.0054110734717
2025-08-20 08:02:40,Trecho: Asfalto Liso,90.20311886223854,0.2592412759849676,6.155077478267962,37.15652030998772,660.8513260514422
2025-08-20 08:02:50,Trecho: Asfalto Liso,82.05067907871315,0.4769631970808515,10.70710107257365,36.7319519602212,506.01581292775916
2025-08-20 08:03:00,Trecho: Asfalto Liso,82.49485633901494,0.3905823010527804,5.5847354113047345,37.120090873046976,544.7537320039494
2025-08-20 08:03:10,Trecho: Asfalto Liso,71.78222631956747,0.6141736984019034,12.292946287633278,35.541670105757284,535.451325803402
2025-08-20 08:03:20,Trecho: Asfalto Liso,80.70038453238416,0.2989456944419514,7.698803640857907,32.074009106455556,538.3298767187918
2025-08-20 08:03:30,Trecho: Asfalto Liso,81.63522454385522,0.9852760542587211,17.336302435181395,33.23999229880418,572.9527099472915
2025-08-20 08:03:40,Trecho: Asfalto Liso,77.09784365614665,1.502696573892559,20.66854821008124,32.678717183381124,613.3020829413687
2025-08-20 08:03:50,Trecho: Asfalto Liso,92.82367587380085,0.7400849837669286,17.866973320447777,33.681994062875845,682.5316809947557
2025-08-20 08:04:00,Trecho: Asfalto Liso,85.60803849536865,0.4380805922169794,10.712501674759832,39.49235097990816,639.914274256904
2025-08-20 08:04:10,Trecho: Asfalto Liso,72.21042051823507,1.0626149844300712,13.17538376281757,35.15702690071864,614.3392308334853
2025-08-20 08:04:20,Trecho: Asfalto Liso,92.52263215326892,0.6504310722056263,12.634593737688537,35.38701288759486,696.472753856002
2025-08-20 08:04:30,Trecho: Asfalto Liso,78.32828143309207,0.9921439262541261,12.924805462387976,33.030166596562474,636.6839678708711
2025-08-20 08:04:40,Trecho: Asfalto Liso,76.57422182111395,1.4714298338016747,18.13436651434093,36.82457186093518,577.0979076927531
2025-08-20 08:04:50,Trecho: Asfalto Liso,78.84066728692247,0.6246785019509491,15.947262073030338,34.43609125106942,629.919426796061
2025-08-20 08:05:00,Trecho: Asfalto Liso,69.35195340106735,0.22594418488973878,8.267202408009226,32.29604885278805,615.7055544437155
2025-08-20 08:05:10,Trecho: Asfalto Liso,77.35926642194238,0.5137871582682185,10.938655356159941,33.48016594556527,608.4489037626303
2025-08-20 08:05:20,Trecho: Asfalto Liso,69.13764907306401,0.7759511254876019,11.622692537868375,34.78691143131278,637.8452265518439
2025-08-20 08:05:30,Trecho: Asfalto Liso,81.61520924951233,0.6999868009167867,15.06590887957153,34.638585372821474,579.3798891296199
2025-08-20 08:05:40,Trecho: Asfalto Liso,82.49496597121534,0.2011772761684767,5.185965827470817,38.44820924963924,552.7452958012111
2025-08-20 08:05:50,Trecho: Asfalto Liso,72.20719620140173,0.7726962887438814,10.669438592239587,32.89261562469239,605.8786121426974
2025-08-20 08:06:00,Trecho: Asfalto Liso,79.28404055146058,0.8244242474684743,12.076056918842859,35.90141787556379,630.2261541315821
2025-08-20 08:06:10,Trecho: Asfalto Liso,72.3908570809007,0.5628036173181938,7.98959964615468,37.246919650022605,652.4251601621289
2025-08-20 08:06:20,Trecho: Asfalto Liso,79.35302834380077,0.8651958977730254,12.346061548891074,37.424412961404414,564.5097588550029
2025-08-20 08:06:30,Trecho: Asfalto Liso,81.28698740014762,0.5175230166513943,12.660488041603221,34.43443627079274,665.1155135266516
2025-08-20 08:06:40,Trecho: Asfalto Liso,80.19934355862564,0.9633724134001271,14.9649831270941,38.715108672079324,667.3581913742081
2025-08-20 08:06:50,Trecho: Asfalto Liso,80.34003585689015,0.7784829715143003,11.404614703518059,30.783573582145436,665.683908706805
2025-08-20 08:07:00,Trecho: Asfalto Liso,75.21866144296307,0.501425067531198,11.659615083009639,33.691301732510794,631.6073852363121
2025-08-20 08:07:10,Trecho: Asfalto Liso,81.16031538097893,1.2006188457914495,21.256875193611464,34.39256720903657,527.616310076745
2025-08-20 08:07:20,Trecho: Asfalto Liso,74.84401169910917,0.7932065483894514,11.718560340297728,36.66658940413246,632.346277841429
2025-08-20 08:07:30,Trecho: Asfalto Liso,84.94611437087778,0.6645490981083307,12.922735470155411,35.55179717826058,579.7858630608135
2025-08-20 08:07:40,Trecho: Asfalto Liso,68.66098833934457,0.37569737104292367,8.08861642478476,38.18553013159932,542.5402147659166
2025-08-20 08:07:50,Trecho: Asfalto Liso,77.78315928992536,0.7609256839713142,13.21471379588115,33.817195495207955,585.0568274922094
2025-08-20 08:08:00,Trecho: Asfalto Liso,78.18869224436402,0.7696632568128556,12.083039116686113,33.12536017562317,558.4122814962816
2025-08-20 08:08:10,Trecho: Asfalto Liso,84.6235366262745,1.4406254358576465,19.54555026811732,32.30645591131768,657.0266519355686
2025-08-20 08:08:20,Trecho: Asfalto Liso,77.48385799390445,1.2225590322083564,16.043519454190793,35.8991594479862,560.8513921228088
2025-08-20 08:08:30,Trecho: Asfalto Liso,87.08650009356403,0.6176823945561275,8.20593486635614,35.396490374450934,543.1511255511612
2025-08-20 08:08:40,Trecho: Asfalto Liso,64.60955979784498,0.9176330962141516,14.044582814702876,37.44499913042169,617.6425265032102
2025-08-20 08:08:50,Trecho: Asfalto Liso,79.87206368518837,0.6314293338522026,13.376785760848719,33.03932620985146,590.0567434867261
2025-08-20 08:09:00,Trecho: Asfalto Liso,77.1110863272432,1.068909279857634,15.564937698654088,36.47561191215931,566.211032929223
2025-08-20 08:09:10,Trecho: Asfalto Liso,78.24945430015721,1.0850820528340959,17.79302374191738,38.980012199021104,611.7498785177926
2025-08-20 08:09:20,Trecho: Asfalto Liso,80.58839787788285,0.8441338031813084,16.133126809023768,34.095026533067504,600.6469647167927
2025-08-20 08:09:30,Trecho: Asfalto Liso,83.35505422810347,0.41439344012838913,7.260285169703946,34.03911629425496,551.6463867406684
2025-08-20 08:09:40,Trecho: Asfalto Liso,75.72055565841826,0.46217056517069516,9.133046409678492,35.756898333831586,571.8829715250738
2025-08-20 08:09:50,Trecho: Asfalto Liso,77.29209385548185,0.7189893032186628,10.008696187623338,37.94907485797049,595.6875496136864
2025-08-20 08:10:00,Trecho: Asfalto Liso,76.3187966076551,0.7082791366286594,12.360560647845986,34.76503174949845,563.4079165005897
2025-08-20 08:10:10,Trecho: Asfalto Liso,82.20545269882585,1.4393364807749682,20.94525200656179,37.15836703864607,628.9504995097271
2025-08-20 08:10:20,Trecho: Asfalto Liso,75.24420677839733,1.0454839214796154,14.23302469452875,32.701648880909254,567.2544981305477
